Fall,College,Major Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
1980,Aviation,Avionics,8,8,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8
1980,Applied Health Sciences,HEALTH&SAF,8,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1980,ACES,INST MGMT,8,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1980,Applied Health Sciences,PROG SPEC,8,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1980,LAS,Psychology,8,4,4,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,4
1980,Fine and Applied Arts,TCH DANCE,8,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,2
1980,Applied Health Sciences,TCH KINES,8,3,5,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,2
1980,LAS,Classical Philology,9,7,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,8
1980,Business,Theatre,9,4,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,4,5
1980,Education,TCH LIFE SCI,9,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1980,LAS,TCH SOC ST,9,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1980,LAS,TCH SPEECH,9,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1980,ACES,TEXT-APPRL,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1980,Engineering,METAL ENGR,10,9,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1980,ACES,Application Design,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1980,Fine and Applied Arts,Dance,11,2,9,0,10,0,0,1,0,0,0,0,0,0,0,0,0,9,2
1980,ACES,Statistics,11,6,5,0,6,0,0,1,1,0,0,3,0,0,0,0,0,2,9
1980,Engineering,Industrial Engineering,11,9,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,11,0
1980,VetMed,VMS-Veterinary Clinical Medcne,11,8,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,7,4
1980,Fine and Applied Arts,Art and Design,12,3,9,1,11,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1980,Education,TCH ENGL,12,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1980,Engineering,Computer Engineering,13,11,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1980,ACES,EXT EDUC,13,5,8,2,9,0,1,0,0,0,0,1,0,0,0,0,0,11,2
1980,LAS,Slavic Languages & Literature,13,6,7,0,9,0,0,0,0,0,0,4,0,0,0,0,0,2,11
1980,Applied Health Sciences,SOC SCI SP,13,8,5,0,12,0,1,0,0,0,0,0,0,0,0,0,0,10,3
1980,ACES,Teaching of French,14,1,13,0,12,1,1,0,0,0,0,0,0,0,0,0,0,14,0
1980,ACES,HU DEV&FAM,14,1,13,0,13,0,0,0,0,0,0,1,0,0,0,0,0,11,3
1980,Aviation,Professional Pilot,14,10,4,0,1,1,0,12,0,0,0,1,0,0,0,0,0,0,13
1980,Engineering,Aero & Astro Engineering,15,10,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1980,ACES,Food Science & Human Nutrition,15,2,13,0,14,1,0,0,0,0,0,0,0,0,0,0,0,15,0
1980,LAS,Astronomy,16,13,3,1,14,1,0,0,0,0,0,0,0,0,0,0,0,2,14
1980,ACES,Secondary Education,16,8,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1980,LAS,Asian Studies,17,10,7,1,10,4,0,0,1,0,0,1,0,0,0,0,0,13,4
1980,ACES,Horticulture,17,6,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1980,LAS,TCH BIOL,17,6,11,0,16,0,0,1,0,0,0,0,0,0,0,0,0,17,0
1980,Engineering,Computer Science,18,14,4,0,16,1,1,0,0,0,0,0,0,0,0,0,0,17,1
1980,Applied Health Sciences,SCH HEALTH,18,2,16,0,17,0,1,0,0,0,0,0,0,0,0,0,0,17,1
1980,Applied Health Sciences,Biology,19,10,9,0,17,0,1,1,0,0,0,0,0,0,0,0,0,19,0
1980,Engineering,GEN ENGR,19,13,6,0,17,0,2,0,0,0,0,0,0,0,0,0,0,19,0
1980,Fine and Applied Arts,MUSIC-COMP,19,16,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1980,LAS,PUB ADMIN,19,12,7,0,13,0,6,0,0,0,0,0,0,0,0,0,0,15,4
1980,Fine and Applied Arts,Art and Design,20,8,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1980,Fine and Applied Arts,Crafts,20,5,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,18,2
1980,ACES,FAM&CON EC,20,0,20,0,14,1,2,0,0,0,0,3,0,0,0,0,0,13,7
1980,LAS,Biophysics & Computnl Biology,21,18,3,0,17,1,0,0,0,0,0,3,0,0,0,0,0,8,13
1980,ACES,DAIRY SCI,21,16,5,0,20,0,0,0,1,0,0,0,0,0,0,0,0,21,0
1980,ACES,Forestry,21,15,6,0,17,0,0,0,0,0,0,4,0,0,0,0,0,15,6
1980,Engineering,Industrial Engineering,21,18,3,0,16,2,0,0,0,0,0,3,0,0,0,0,0,16,5
1980,VetMed,VMS - Veterinary Pathobiology,21,12,9,0,13,0,0,0,0,0,0,8,0,0,0,0,0,11,10
1980,Engineering,Agricultural Engineering,22,21,1,0,11,0,0,0,0,0,0,11,0,0,0,0,0,8,14
1980,Engineering,Civil Engineering,22,16,6,0,19,0,3,0,0,0,0,0,0,0,0,0,0,22,0
1980,Fine and Applied Arts,Art History,22,3,19,0,21,0,1,0,0,0,0,0,0,0,0,0,0,22,0
1980,LAS,Atmospheric Sciences,22,17,5,0,11,2,0,0,0,0,0,9,0,0,0,0,0,7,15
1980,VetMed,VMS - Veterinary Biosciences,22,11,11,0,14,0,1,2,0,0,0,5,0,0,0,0,0,10,12
1980,Education,Special Education,23,2,21,0,22,0,0,1,0,0,0,0,0,0,0,0,0,22,1
1980,Business,Teaching of Spanish,24,2,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,23,1
1980,ACES,Food Science & Human Nutrition,24,3,21,0,14,3,1,1,0,0,0,5,0,0,0,0,0,15,9
1980,Law,Law,24,19,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24
1980,Fine and Applied Arts,PERFORM ST,24,18,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,2
1980,ACES,Agricultural Education,26,21,5,0,25,0,1,0,0,0,0,0,0,0,0,0,0,26,0
1980,ACES,Teaching of Mathematics,26,9,17,0,24,0,2,0,0,0,0,0,0,0,0,0,0,26,0
1980,ACES,Food Science & Human Nutrition,26,0,26,0,25,0,1,0,0,0,0,0,0,0,0,0,0,26,0
1980,LAS,German,26,13,13,2,21,0,0,0,0,0,0,3,0,0,0,0,0,13,13
1980,Fine and Applied Arts,Architecture,27,22,5,0,5,1,2,0,1,0,0,18,0,0,0,0,0,3,24
1980,Media,Communication,27,12,15,0,7,0,0,20,0,0,0,17,0,0,0,0,0,0,10
1980,ACES,Food Science & Human Nutrition,28,18,10,0,24,1,2,1,0,0,0,0,0,0,0,0,0,25,3
1980,Applied Health Sciences,MOTOR P&SP,28,14,14,0,27,0,0,0,1,0,0,0,0,0,0,0,0,26,2
1980,LAS,PRE-MED,28,18,10,0,23,4,0,1,0,0,0,0,0,0,0,0,0,28,0
1980,VetMed,Veterinary Medical Science,28,20,8,0,14,0,1,0,0,0,0,13,0,0,0,0,0,10,18
1980,Fine and Applied Arts,Theatre,29,17,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,26,3
1980,Fine and Applied Arts,Art Education,30,9,21,0,29,0,0,0,0,0,0,1,0,0,0,0,0,23,7
1980,ACES,DAIRY SCI,30,23,7,0,25,0,0,0,0,0,0,5,0,0,0,0,0,8,22
1980,Fine and Applied Arts,Dance,30,3,27,0,28,1,0,0,1,0,0,0,0,0,0,0,0,24,6
1980,LAS,Entomology,30,23,7,1,25,1,0,0,0,0,0,3,0,0,0,0,0,13,17
1980,ACES,Nutritional Sciences,30,11,19,0,27,0,0,0,0,0,0,3,0,0,0,0,0,18,12
1980,Engineering,Aero & Astro Engineering,31,30,1,0,19,1,0,0,0,0,0,11,0,0,0,0,0,15,16
1980,ACES,Horticulture,31,22,9,0,26,1,0,0,0,0,0,4,0,0,0,0,0,17,14
1980,Fine and Applied Arts,Landscape Architecture,31,11,20,1,26,0,0,1,0,0,0,3,0,0,0,0,0,16,15
1980,LAS,Plant Biology,31,18,13,0,25,0,0,0,0,0,0,6,0,0,0,0,0,4,27
1980,ACES,DIETETICS,32,0,32,0,31,0,0,0,1,0,0,0,0,0,0,0,0,31,1
1980,Engineering,ENGR MECH,32,28,4,0,30,1,1,0,0,0,0,0,0,0,0,0,0,32,0
1980,Media,Journalism,32,13,19,1,1,0,0,28,2,0,0,7,0,0,0,0,0,0,25
1980,Education,TCH SOC ST,32,15,17,0,30,0,2,0,0,0,0,0,0,0,0,0,0,31,1
1980,Education,BUS EDUC,33,13,20,0,31,0,2,0,0,0,0,0,0,0,0,0,0,32,1
1980,Engineering,ENV ENGR,33,27,6,0,26,1,0,0,0,0,0,6,0,0,0,0,0,16,17
1980,Applied Health Sciences,MOTOR DEV,33,3,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0
1980,LAS,Philosophy,33,28,5,1,29,0,0,1,1,0,0,1,0,0,0,0,0,22,11
1980,Engineering,GEN ENGR,34,20,14,0,29,2,2,1,0,0,0,0,0,0,0,0,0,34,0
1980,ACES,PLANT PATH,34,28,6,0,24,1,0,0,0,0,0,9,0,0,0,0,0,13,21
1980,Fine and Applied Arts,Urban Planning,34,19,15,0,30,0,4,0,0,0,0,0,0,0,0,0,0,33,1
1980,Engineering,CER ENGR,35,28,7,0,26,0,0,0,0,0,0,9,0,0,0,0,0,21,14
1980,ACES,Speech & Hearing Science,35,2,33,0,33,0,1,0,0,0,0,1,0,0,0,0,0,29,6
1980,Business,Theatre,36,18,18,0,35,0,1,0,0,0,0,0,0,0,0,0,0,8,28
1980,ACES,H DVL-FAM,36,0,36,0,33,0,3,0,0,0,0,0,0,0,0,0,0,35,1
1980,ACES,VOC H E ED,36,0,36,0,35,0,1,0,0,0,0,0,0,0,0,0,0,36,0
1980,Fine and Applied Arts,Art History,37,11,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,22,15
1980,LAS,French,40,7,33,4,30,0,0,2,0,0,0,4,0,0,0,0,0,16,24
1980,Applied Life Sciences,Community Health,41,18,23,2,30,1,3,0,0,0,0,5,0,0,0,0,0,27,14
1980,Applied Health Sciences,OUTDR REC,41,17,24,1,40,0,0,0,0,0,0,0,0,0,0,0,0,40,1
1980,LAS,Comparative Literature,42,22,20,1,22,0,0,2,0,0,0,17,0,0,0,0,0,15,27
1980,Fine and Applied Arts,Art Education,42,4,38,0,40,1,0,1,0,0,0,0,0,0,0,0,0,41,1
1980,LAS,Geography,43,30,13,0,33,0,0,0,0,0,0,10,0,0,0,0,0,14,29
1980,Media,Advertising,44,24,20,0,7,0,4,32,1,0,0,19,0,0,0,0,0,0,25
1980,Fine and Applied Arts,MUS-VOICE,44,15,29,0,41,0,1,0,0,0,0,2,0,0,0,0,0,40,4
1980,ACES,Spanish,46,18,28,1,31,0,3,8,0,0,0,3,0,0,0,0,0,25,21
1980,LAS,Political Science,46,29,17,1,34,0,1,2,0,0,0,8,0,0,0,0,0,30,16
1980,LAS,Sociology,46,28,18,3,33,1,0,0,1,0,0,8,0,0,0,0,0,21,25
1980,Business,Finance,47,37,10,1,27,4,0,0,0,0,0,15,0,0,0,0,0,24,23
1980,ACES,Mechanical Agriculture,48,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,47,1
1980,LAS,Speech Communication,49,27,22,0,43,2,0,1,0,0,0,3,0,0,0,0,0,18,31
1980,Education,TECH ED SP,50,33,17,0,48,0,0,0,1,0,0,1,0,0,0,0,0,48,2
1980,Engineering,Theoretical & Applied Mechans,50,46,4,0,26,6,0,0,0,0,0,18,0,0,0,0,0,16,34
1980,LAS,Geology,51,34,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,47,4
1980,Applied Health Sciences,Leisure Studies,51,28,23,0,43,0,2,0,1,0,0,5,0,0,0,0,0,23,28
1980,LAS,TCH ENGL,51,6,45,0,48,1,1,1,0,0,0,0,0,0,0,0,0,51,0
1980,ACES,Food Science & Human Nutrition,53,18,35,0,48,1,1,0,1,0,0,2,0,0,0,0,0,50,3
1980,ACES,REST MGMT,53,30,23,0,49,1,2,0,1,0,0,0,0,0,0,0,0,51,2
1980,ACES,Speech & Hearing Science,54,7,47,0,48,1,3,0,1,0,0,1,0,0,0,0,0,41,13
1980,Business,MARKETING,54,24,30,0,50,0,3,1,0,0,0,0,0,0,0,0,0,54,0
1980,Education,ED POL ST,56,31,25,1,35,0,3,1,0,0,0,16,0,0,0,0,0,26,30
1980,LAS,Molecular & Integrative Physi,57,43,14,1,41,3,1,0,0,0,0,11,0,0,0,0,0,28,29
1980,LAS,PRE-JOURN,57,24,33,0,54,0,3,0,0,0,0,0,0,0,0,0,0,56,1
1980,Fine and Applied Arts,Urban Planning,58,30,28,1,46,2,3,0,0,0,0,6,0,0,0,0,0,30,28
1980,Business,Economics,59,38,21,0,54,0,3,0,1,0,0,1,0,0,0,0,0,57,2
1980,LAS,Microbiology,59,34,25,1,51,0,1,0,1,0,0,5,0,0,0,0,0,22,37
1980,Applied Health Sciences,Kinesiology,60,36,24,0,48,0,2,0,0,0,0,10,0,0,0,0,0,23,37
1980,LAS,HR&FS,61,0,61,0,56,3,1,0,0,0,0,1,0,0,0,0,0,58,3
1980,ACES,Food Science & Human Nutrition,63,41,22,1,30,4,1,0,0,0,0,27,0,0,0,0,0,19,44
1980,LAS,Linguistics,63,32,31,1,30,5,0,2,0,0,0,25,0,0,0,0,0,24,39
1980,Fine and Applied Arts,Music Education,63,39,24,2,46,0,3,2,1,0,0,9,0,0,0,0,0,23,40
1980,Engineering,Electrical Engineering,64,58,6,2,53,5,2,1,1,0,0,0,0,0,0,0,0,61,3
1980,LAS,Geology,64,45,19,0,47,0,0,0,0,0,0,17,0,0,0,0,0,18,46
1980,Fine and Applied Arts,Art and Design,65,38,27,2,54,0,1,0,0,0,0,8,0,0,0,0,0,33,32
1980,Applied Health Sciences,HLTH EDUC,65,12,53,0,53,1,10,1,0,0,0,0,0,0,0,0,0,64,1
1980,Fine and Applied Arts,UNCLASS,65,22,43,0,58,0,1,0,0,0,0,6,0,0,0,0,0,55,10
1980,Engineering,Nuclear Engineering,67,67,0,0,35,4,1,0,1,0,0,26,0,0,0,0,0,28,39
1980,Business,Computer Science,69,44,25,1,52,5,0,0,0,0,0,11,0,0,0,0,0,36,33
1980,ACES,Speech & Hearing Science,69,4,65,0,63,0,4,2,0,0,0,0,0,0,0,0,0,69,0
1980,ACES,Industrial Agriculture,70,57,13,0,70,0,0,0,0,0,0,0,0,0,0,0,0,70,0
1980,ACES,Agricultural & Applied Econ,72,60,12,0,45,1,1,1,0,0,0,24,0,0,0,0,0,27,45
1980,ACES,GEN AGR,74,57,17,0,72,1,0,1,0,0,0,0,0,0,0,0,0,73,1
1980,LAS,Chemical Engineering,75,62,13,0,48,7,1,1,0,0,0,18,0,0,0,0,0,15,60
1980,ACES,Teaching of English Sec Lang,75,15,60,0,49,1,0,1,0,0,0,24,0,0,0,0,0,34,41
1980,Engineering,Agricultural Engineering,76,64,12,0,74,1,0,0,0,0,0,1,0,0,0,0,0,74,2
1980,Business,Theatre,77,34,43,1,74,0,1,0,0,0,0,1,0,0,0,0,0,72,5
1980,ACES,Agricultural Communications,78,31,47,0,77,0,0,0,1,0,0,0,0,0,0,0,0,77,1
1980,LAS,Anthropology,78,42,36,2,52,3,1,4,0,0,0,16,0,0,0,0,0,36,42
1980,Education,Early Childhood Education,78,0,78,0,75,1,2,0,0,0,0,0,0,0,0,0,0,75,3
1980,Labor and Industrial Relations,LAB&IN REL,79,47,32,1,29,64,1,8,5,0,0,50,0,0,0,0,0,0,0
1980,ACES,Agricultural Sciences,81,57,24,0,77,2,2,0,0,0,0,0,0,0,0,0,0,81,0
1980,Engineering,METAL ENGR,81,71,10,1,38,6,1,1,1,0,0,33,0,0,0,0,0,28,53
1980,LAS,History,82,46,36,3,71,0,0,0,1,0,0,7,0,0,0,0,0,59,23
1980,Education,Special Education,82,16,66,3,70,1,2,1,0,0,0,5,0,0,0,0,0,51,31
1980,ACES,Agricultural Engineering,83,75,8,0,79,1,1,1,0,0,0,1,0,0,0,0,0,81,2
1980,ACES,Agronomy,84,66,18,0,71,2,1,0,0,0,0,10,0,0,0,0,0,27,57
1980,Engineering,Mechanical Engineering,85,76,9,1,73,4,3,4,0,0,0,0,0,0,0,0,0,82,3
1980,LAS,Biochemistry,86,66,20,0,76,2,0,1,1,0,0,6,0,0,0,0,0,28,58
1980,ACES,Physics,86,74,12,0,81,2,1,0,0,0,0,2,0,0,0,0,0,82,4
1980,Applied Health Sciences,THER REC,86,6,80,0,83,1,1,0,1,0,0,0,0,0,0,0,0,80,6
1980,ACES,Agronomy,89,67,22,0,85,0,1,1,1,0,0,1,0,0,0,0,0,86,3
1980,Fine and Applied Arts,Art and Design,92,21,71,0,85,4,2,0,0,0,0,1,0,0,0,0,0,87,5
1980,Fine and Applied Arts,Industrial Design,97,56,41,0,81,5,9,2,0,0,0,0,0,0,0,0,0,95,2
1980,Applied Health Sciences,PROG MANAG,97,32,65,0,86,1,10,0,0,0,0,0,0,0,0,0,0,93,4
1980,ACES,Animal Sciences,98,60,38,0,82,0,3,0,0,0,0,13,0,0,0,0,0,64,34
1980,Engineering,ENGR PHYS,99,91,8,0,93,1,2,2,0,0,0,1,0,0,0,0,0,97,2
1980,Engineering,METAL ENGR,99,79,20,0,96,0,0,1,0,0,0,2,0,0,0,0,0,93,6
1980,Business,Economics,101,79,22,0,57,2,2,1,1,0,0,38,0,0,0,0,0,29,72
1980,ACES,Forestry,103,80,23,0,98,2,0,1,2,0,0,0,0,0,0,0,0,102,1
1980,ACES,MKT TEXT&A,103,2,101,0,98,3,1,1,0,0,0,0,0,0,0,0,0,102,1
1980,Fine and Applied Arts,MUSIC-INST,105,54,51,0,87,9,1,1,1,0,0,6,0,0,0,0,0,71,34
1980,LAS,English,108,50,58,1,99,1,1,0,0,0,0,6,0,0,0,0,0,44,64
1980,Social Work,Social Work,108,22,86,0,94,3,6,4,1,0,0,0,0,0,0,0,0,106,2
1980,Education,ED SEC&CON,115,48,67,3,78,5,4,4,0,0,0,21,0,0,0,0,0,75,40
1980,Engineering,Nuclear Engineering,115,106,9,0,105,4,2,3,0,0,0,1,0,0,0,0,0,109,6
1980,Education,EDUC GEN,116,32,84,0,106,2,6,1,1,0,0,0,0,0,0,0,0,115,1
1980,Engineering,CER ENGR,117,95,22,0,108,4,1,3,0,0,0,1,0,0,0,0,0,115,2
1980,ACES,ORN HORT,118,51,67,0,115,3,0,0,0,0,0,0,0,0,0,0,0,117,1
1980,Education,Educ Voc Tech,120,59,61,4,92,0,9,2,2,0,0,11,0,0,0,0,0,94,26
1980,Engineering,Mechanical Engineering,124,119,5,1,79,7,1,0,0,0,0,36,0,0,0,0,0,61,63
1980,Fine and Applied Arts,Landscape Architecture,127,86,41,1,123,1,2,0,0,0,0,0,0,0,0,0,0,121,6
1980,Education,EDUC ELEMENTARY,129,26,103,6,90,2,9,4,1,0,0,17,0,0,0,0,0,94,35
1980,Education,Ed Organization and Leadership,135,65,70,11,107,1,11,1,0,0,0,4,0,0,0,0,0,119,16
1980,LAS,Biology,139,83,56,3,121,3,2,1,0,0,0,9,0,0,0,0,0,80,59
1980,LAS,Mathematics,139,119,20,0,107,5,0,0,0,0,0,27,0,0,0,0,0,39,100
1980,ACES,INT DSGN,140,9,131,2,135,0,0,0,3,0,0,0,0,0,0,0,0,140,0
1980,iSchool,Library & Information Science,142,34,108,1,8,3,2,126,2,0,0,43,0,0,0,0,0,0,99
1980,Business,Accountancy,146,86,60,3,102,7,1,0,1,0,0,32,0,0,0,0,0,92,54
1980,Business,Computer Science,148,133,15,1,95,14,1,1,0,0,0,36,0,0,0,0,0,46,102
1980,LAS,Psychology,152,82,70,1,121,5,6,1,0,0,0,18,0,0,0,0,0,51,101
1980,Fine and Applied Arts,Architecture,155,128,27,5,134,3,0,4,1,0,0,8,0,0,0,0,0,118,37
1980,Engineering,Industrial Engineering,155,103,52,0,131,5,11,4,1,0,0,3,0,0,0,0,0,147,8
1980,Education,Educational Psychology,156,65,91,7,111,6,11,6,1,0,0,14,0,0,0,0,0,112,44
1980,ACES,CORE CURR,158,124,34,0,155,0,2,0,1,0,0,0,0,0,0,0,0,157,1
1980,Fine and Applied Arts,Graphic Design,164,40,124,1,150,11,0,2,0,0,0,0,0,0,0,0,0,156,8
1980,ACES,HOME ECON,171,0,171,1,157,3,5,2,2,0,0,1,0,0,0,0,0,167,4
